StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_1,Q158_1,Q159_1,Q184_1,Q12_1,Q4_1,Q8_1,Q214_1,Q215_1,Q216_1,Q217_1,Q218_1,Q219_1,Q220_1,Q233_1,Q234_1,Q235_1,Q236_1,Q237_1,Q238_1,Q239_1,Q242_1,Q243_1,Q244_1,Q245_1,Q246_1,Q247_1,Q248_1,Q251_1,Q252_1,Q253_1,Q254_1,Q255_1,Q256_1,Q257_1,Q260_1,Q261_1,Q262_1,Q263_1,Q264_1,Q265_1,Q266_1,Q269_1,Q270_1,Q271_1,Q272_1,Q273_1,Q274_1,Q275_1,Q278_1,Q279_1,Q280_1,Q281_1,Q282_1,Q283_1,Q284_1,Q287_1,Q288_1,Q289_1,Q290_1,Q291_1,Q292_1,Q293_1,Q296_1,Q297_1,Q298_1,Q299_1,Q300_1,Q301_1,Q302_1,Q305_1,Q306_1,Q307_1,Q308_1,Q309_1,Q310_1,Q311_1,Q314_1,Q315_1,Q316_1,Q317_1,Q318_1,Q319_1,Q320_1,Q202_1,Q203_1,Q204_1,Q205_1,Q206_1,Q207,Q208,Q209,Q209,Q210,Q210 - Topics
6/14/18 1:41,6/14/18 1:54,IP Address,85.226.154.177,100,811,TRUE,6/14/18 1:54,R_1FFylaCI0Ze1DUB,,,,,55.58329773,12.94999695,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"The system is representing the range of music it has been being presented, which is limited. There isn't enough musical structure and material to be creative with, lack of pauses, bridges.",Yes,No,Absolutely,,
6/14/18 2:22,6/14/18 2:34,IP Address,72.132.32.54,100,729,TRUE,6/14/18 2:34,R_1NfaTziH2Nv6KMK,,,,,33.70559692,-116.4082947,anonymous,EN,,,,,,,,,,,,,,,1,4,1,3,1,5,3,,,,,,,,2,4,1,3,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,The idea of music is to be creative and pop does that very well. I would say kick out the Jams and forget trying to control the outcome. You should also write melody algorithms.,Yes,No,Absolutely,The brain is a biological computer. There is no reason we can’t reverse engineer that.,Unknown
6/14/18 2:51,6/14/18 2:57,IP Address,220.233.36.191,100,334,TRUE,6/14/18 2:57,R_6LKqU6VPQmcfDrP,,,,,-37.86920166,144.9977112,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,1,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"It is based on what it finds on Twitter, the creativity is severely limited because it appears not be using any randomness or an ability to do something truly new.",Yes,No,Not sure,"This ""survey"" is so superficial and banal - particularly the music - that the supervisors should be ashamed of themselves. If this is what is supposed to pass for research than I hope I am one of the examiners...",Unknown
6/14/18 3:37,6/14/18 3:42,IP Address,46.188.146.32,100,275,TRUE,6/14/18 3:42,R_27Dt7NTgULGvOQv,,,,,45.16670227,15.5,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,3,4,2,,,,,,,,,,,,,,,3,2,3,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2,4,creates novel tunes in a familiar conceptual space,No,No,Absolutely,,
6/14/18 5:42,6/14/18 5:49,IP Address,24.62.140.251,100,379,TRUE,6/14/18 5:49,R_3lzPsL8jI3eHyPo,,,,,42.63389587,-71.29570007,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,5,3,2,2,,,,,,,,3,4,4,2,4,,No,Yes,Absolutely,,
6/14/18 6:32,6/14/18 6:37,IP Address,128.187.112.3,100,309,TRUE,6/14/18 6:37,R_3hGShi7W3TZGGSi,,,,,40.35629272,-111.7324982,anonymous,EN,1,2,1,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,4,2,3,2,4,2,4,,Yes,Yes,Not sure,,
6/14/18 6:49,6/14/18 6:56,IP Address,47.185.86.66,100,431,TRUE,6/14/18 6:56,R_2ztYXHbPCecZBV7,,,,,32.93460083,-97.25170135,anonymous,EN,,,,,,,,2,1,2,3,3,3,4,1,1,1,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,4,,Yes,Yes,Not sure,,
6/14/18 6:55,6/14/18 7:02,IP Address,66.219.236.171,100,461,TRUE,6/14/18 7:02,R_6EZCZ9ZIQCJt84x,,,,,40.33929443,-111.5709,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,3,4,3,,,,,,,,,,,,,,,4,2,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,"I really liked some of its choices of chord progressions at times. It didn't just stick to major an minor chords, it threw in several interesting ones, and was clever in the placement of the chord changes.",Yes,Yes,Not sure,,
6/14/18 7:30,6/14/18 7:39,IP Address,97.121.73.226,100,545,TRUE,6/14/18 7:39,R_3iPZj4lqD7PFrLJ,,,,,41.26280212,-96.11640167,social,EN,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,3,4,3,,,,,,,,,,,,,,,4,3,4,3,5,This is a new idea to me and I find it very interesting.,Yes,Yes,Not sure,,
6/14/18 7:33,6/14/18 7:41,IP Address,75.169.206.140,100,446,TRUE,6/14/18 7:41,R_3sbreXak9GZRSiJ,,,,,40.39300537,-111.7837982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,3,4,5,3,,,,,,,,3,3,3,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,5,3,3,5,5,,No,Yes,Not sure,,
6/14/18 7:45,6/14/18 7:48,IP Address,161.253.233.233,100,164,TRUE,6/14/18 7:48,R_2EEj9rug5s50phF,,,,,38.90010071,-77.04789734,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,2,2,2,1,1,2,2,3,1,2,4,4,1,1,,No,No,Absolutely,,
6/14/18 7:56,6/14/18 8:03,IP Address,73.96.8.19,100,418,TRUE,6/14/18 8:03,R_ulCsr9r8ittrt0l,,,,,43.92919922,-123.0867004,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,3,1,4,3,3,3,3,,,,,,,,3,1,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,4,,Yes,No,Not sure,,
6/14/18 8:09,6/14/18 8:13,IP Address,216.49.181.252,100,238,TRUE,6/14/18 8:13,R_1IXb1wORKw2k7m5,,,,,40.66810608,-111.9083023,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,4,3,2,1,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,4,,Yes,No,Never,,
6/14/18 8:10,6/14/18 8:18,IP Address,50.73.37.210,100,480,TRUE,6/14/18 8:18,R_10OX4ihgpzD28Cv,,,,,40.29029846,-111.7236023,anonymous,EN,3,3,3,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,No,Yes,Not sure,,
6/14/18 8:10,6/14/18 8:20,IP Address,166.70.67.15,100,587,TRUE,6/14/18 8:20,R_3QYSQHrWGOEA8cb,,,,,41.07130432,-111.9873962,social,EN,,,,,,,,4,4,3,3,4,3,4,,,,,,,,3,3,3,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,,No,Yes,Not sure,,
6/14/18 8:12,6/14/18 8:21,IP Address,98.202.169.152,100,533,TRUE,6/14/18 8:21,R_3Dw0kyA8x6rmo1F,,,,,40.65609741,-111.8350983,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,1,1,2,1,3,3,2,2,1,,,,,,,,2,1,3,1,1,,Yes,No,Absolutely,,
6/14/18 8:13,6/14/18 8:25,IP Address,128.187.116.26,100,702,TRUE,6/14/18 8:25,R_vuiObHPrkI2avBv,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,2,2,4,4,4,3,4,3,4,,No,Yes,Not sure,,
6/14/18 8:41,6/14/18 8:48,IP Address,128.187.116.18,100,366,TRUE,6/14/18 8:48,R_2QujhL7Ba2k8ito,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,3,3,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,3,,,,,,,,4,3,4,2,4,,No,No,Absolutely,,
6/14/18 8:50,6/14/18 8:56,IP Address,67.182.217.26,100,369,TRUE,6/14/18 8:56,R_74DcKHkQcj77uJH,,,,,40.32449341,-111.9617996,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,4,3,,,,,,,,1,1,1,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,,Yes,Yes,Not sure,,
6/14/18 9:03,6/14/18 9:14,IP Address,128.187.83.254,100,658,TRUE,6/14/18 9:14,R_1Qmfq6YgUbkGXl8,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,5,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,5,4,3,4,5,4,4,3,4,"Pop*'s music sounds similar enough to sound like the goal, but different enough to have its own style.",Yes,Yes,Absolutely,,
6/14/18 9:21,6/14/18 9:28,IP Address,76.23.24.121,100,422,TRUE,6/14/18 9:28,R_1ilesbcloJ4LQNr,,,,,40.46470642,-111.6332016,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,2,2,2,1,2,2,3,2,4,,,,,,,,1,1,3,2,2,,Yes,Yes,Not sure,,
6/14/18 9:24,6/14/18 9:30,IP Address,128.187.83.36,100,355,TRUE,6/14/18 9:30,R_2xxySWqKoDQ5eYd,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,4,3,4,4,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,2,3,,No,No,Not sure,"I guess it depends on your definition of autonomous for that last question. If I think they will absolutely be able to produce creative content, but it will all ultimately be because they were programmed to do so, not that they did it on their own imo.",Unknown
6/14/18 9:23,6/14/18 9:31,IP Address,24.19.190.203,100,531,TRUE,6/14/18 9:31,R_2uWLtox3hpZriJT,,,,,47.67269897,-122.1873016,social,EN,3,1,2,3,3,5,2,,,,,,,,,,,,,,,3,2,3,4,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,2,3,"The lyrics never made sense. Like the ideas didn't flow together and the sentences didn't seem to always be cohesive. THe music sounded decently different but would have been better if the actual background noises changed more (like synth instruments, maybe vocal style too)",No,Yes,Not sure,The lyrics kept communicating self-love. I think you've crafted a very self-obsessed AI. ,Unknown
6/14/18 9:28,6/14/18 9:33,IP Address,96.48.70.212,100,295,TRUE,6/14/18 9:33,R_1hNfA51CP5Ic2WL,,,,,49.21960449,-122.6164017,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3,2,4,1,1,2,3,2,"Seems random, bland, and without depth or feeling.",No,No,Absolutely,Interesting first steps. I didn't care much for either but I respect and encourage the continued research in this area as I think it has so many applications.,Unknown
6/14/18 8:32,6/14/18 9:39,IP Address,128.187.112.5,100,4022,TRUE,6/14/18 9:39,R_3MrJJFL26ttrGHb,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,2,3,2,2,3,3,3,,,,,,,,2,2,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,"While Pop does go through a creative process to create a music composition, the elements themselves of the song are very basic - the different tracks are ones I'd expect to hear coming from a 90's Casio keyboard. If the purpose is to actually create songs that people would want to listen to, then the variation of music forms and types would need to be varied. Plus, Pop basically does what most people do - take what's already out there and create something new. Pop is unique in that they take tweets to create the songs - although I don't think the lyrics accurately reflect the tweet.",Yes,No,Not sure,This is a great project!,Unknown
6/14/18 10:07,6/14/18 10:12,IP Address,24.10.239.49,100,282,TRUE,6/14/18 10:12,R_2zMduFTa29pt5W6,,,,,40.20899963,-111.473999,anonymous,EN,,,,,,,,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,,Yes,Yes,Absolutely,,
6/14/18 10:10,6/14/18 10:21,IP Address,66.219.204.13,100,663,TRUE,6/14/18 10:21,R_wUn67FjmGF88LVT,,,,,40.21809387,-111.6132965,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,3,3,4,4,2,2,3,2,,Yes,Yes,Absolutely,A great step towards true computational creativity!,Unknown
6/14/18 10:17,6/14/18 10:23,IP Address,97.75.160.254,100,373,TRUE,6/14/18 10:23,R_1dtLGuhti3xAyRn,,,,,40.31430054,-111.7116013,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,4,3,4,3,3,2,4,3,3,4,2,,,,,,,,,,,,,,,4,2,4,1,4,"I'm hearing musically and lyrically things I've never heard before. I wish it was more cohesive, but not bad for a robot.",Yes,Yes,Absolutely,,
6/14/18 10:20,6/14/18 10:25,IP Address,174.52.167.102,100,295,TRUE,6/14/18 10:25,R_2xyLCRHcANfvc0u,,,,,40.31430054,-111.7116013,anonymous,EN,3,2,3,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,4,,Yes,No,Never,,
6/13/18 19:48,6/14/18 10:34,IP Address,76.173.7.90,100,53153,TRUE,6/14/18 10:34,R_2aIRxYyudmn6O6G,,,,,19.71080017,-155.8739929,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,5,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,3,3,4,4,4,4,4,,No,Yes,Not sure,,
6/14/18 10:28,6/14/18 10:38,IP Address,104.148.193.201,100,571,TRUE,6/14/18 10:38,R_O9iYbELZmPpmjeN,,,,,40.87319946,-73.08119965,social,EN,,,,,,,,,,,,,,,1,1,2,1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,3,2,,Yes,Yes,Absolutely,,
6/14/18 10:34,6/14/18 10:42,IP Address,128.187.83.9,100,523,TRUE,6/14/18 10:42,R_r0ZOvOZ1EJROOwV,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,3,4,5,,,,,,,,,,,,,,,4,3,4,3,3,I could not relate to the lyrics,No,Yes,Not sure,,
6/14/18 10:34,6/14/18 10:42,IP Address,128.187.112.31,100,519,TRUE,6/14/18 10:42,R_1OVmvfm9pjtlTrv,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,3,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,4,3,5,5,5,4,5,It was unique and interesting that Pop can do all those examples.,No,No,Absolutely,"I am a computer scientist with a patent and 45 years of experience. We have yet to understand all that ""computers"" will be able to do for us...",Unknown
6/13/18 18:15,6/14/18 10:49,IP Address,160.33.4.11,100,59622,TRUE,6/14/18 10:49,R_2q40OG3sMg2l0zI,,,,,34.02909851,-118.3992996,anonymous,EN,3,3,2,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,2,4,5,2,4,"I think there is a definitely a formula to Pop music but Pop* seems to get pretty close.  To someone who isn't completely familiar to the genre, they might end up believing and liking what Pop* is able to generate.  ",Yes,Yes,Never,,
6/14/18 10:53,6/14/18 10:58,IP Address,50.98.116.199,100,276,TRUE,6/14/18 10:58,R_DkqL92s53EclzDb,,,,,49.27400208,-122.7649002,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,3,2,3,5,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,4,3,3,,,,,,,,,,,,,,,4,2,5,3,4,,Yes,No,Absolutely,,
6/14/18 11:08,6/14/18 11:13,IP Address,192.31.209.50,100,333,TRUE,6/14/18 11:13,R_1nVHNvbV63Mz2Mf,,,,,40.32449341,-111.9617996,anonymous,EN,,,,,,,,,,,,,,,2,1,3,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,3,2,2,1,2,2,3,"All the lyrics seems random and run-on
They were grammatically well formed, but never seemed to actually, coherently convey a single point",No,No,Absolutely,,
6/14/18 11:01,6/14/18 11:16,IP Address,184.99.114.222,100,922,TRUE,6/14/18 11:16,R_bIvdAeM5p3oSJah,,,,,43.59919739,-116.4234009,anonymous,EN,,,,,,,,4,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,5,5,3,,,,,,,,,,,,,,,,,,,,,,3,5,4,4,4,"I find that pop does not usually go the way that I expect it will go, it finds different pitches and has strange lyrics than pretty much every song I know, and that gives it personality. although, the voice in the songs were slightly monotonous/inconsistent with the speed at which it said the words, and I think to fix that it should have a little more familiar beat.",Yes,No,Absolutely,,
6/14/18 11:06,6/14/18 11:29,IP Address,104.132.1.88,100,1344,TRUE,6/14/18 11:29,R_7TYZbcTcvvV6qbf,,,,,37.41920471,-122.0574036,anonymous,EN,4,2,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4,4,4,,,,,,,,4,3,3,4,3,"I think a lot of creativity comes from the ""blending"" of ideas, patterns, structure, etc into new patterns and structure. From the description, this seemed to be more of a patchwork of patterns, structure, etc. Were there particular underlying patterns that Pop* itself came up with? Not enough information for me to tell. Also, I think creativity is more convincing if it is perceptually ""grounded"", which does not appear to be the case here. Can Pop* star actually hear its own compositions like we hear it? I suspect it just ""knows"" something is good because other people said similar patterns are good. Can Pop* actually have its own opinion if it is deaf? Finally, did Pop* star perform its own compositions? Or did a human perform them? That was never stated.",No,Yes,Absolutely,,
6/14/18 11:20,6/14/18 11:30,IP Address,128.187.112.1,100,610,TRUE,6/14/18 11:30,R_DTweTKsjK1i9FVT,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,4,3,3,4,3,4,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,3,"It is creative in that it can create this music, but not extremely creative because the music sounds generic.",Yes,No,Absolutely,,
6/14/18 11:22,6/14/18 11:32,IP Address,69.169.157.48,100,576,TRUE,6/14/18 11:32,R_1F8mxoz0zQDx0gi,,,,,40.29029846,-111.7236023,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,5,3,1,1,1,2,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,,No,No,Not sure,,
6/14/18 11:23,6/14/18 11:35,IP Address,216.21.163.238,100,700,TRUE,6/14/18 11:35,R_1NFBV3VyJ9sblkf,,,,,40.21809387,-111.6132965,social,EN,,,,,,,,,,,,,,,3,3,3,4,3,3,4,,,,,,,,,,,,,,,3,3,4,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,4,,No,No,Not sure,,
6/14/18 11:41,6/14/18 11:48,IP Address,128.187.116.8,100,393,TRUE,6/14/18 11:48,R_1dNymDR2XkQ0ShZ,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,4,2,2,,,,,,,,3,3,2,3,3,3,2,,,,,,,,2,2,3,2,3,,No,Yes,Absolutely,,
6/14/18 11:41,6/14/18 12:03,IP Address,73.3.74.254,100,1321,TRUE,6/14/18 12:03,R_2xXjmyokIpf8VFM,,,,,40.29029846,-111.7236023,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,3,4,2,4,3,4,2,4,"He uses all the resources given to him, but then creates from it what he thinks will be a popular song.",Yes,Yes,Not sure,,
6/14/18 11:21,6/14/18 12:09,IP Address,192.31.209.190,100,2835,TRUE,6/14/18 12:09,R_1JWsvJUzdKhmtiw,,,,,40.32449341,-111.9617996,anonymous,EN,1,1,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,2,1,,,,,,,,,,,,,,,4,4,3,2,3,"Generally, it composes passable tunes, but the lyrics are horrid but its grammar and usage leave much to be desired.",No,No,Not sure,"Depth of knowledge does not imply greater creativity but it does inform it. ""Everything is a remix"" and ""GIGO"" are germane. Formal elements may be identified and parroted but they remain subject to intellect as well as emotion, the latter of which computers critically lack and may never gain.",Unknown
6/14/18 11:56,6/14/18 12:27,IP Address,70.103.192.194,100,1821,TRUE,6/14/18 12:27,R_3esLYPjfgQ27u28,,,,,40.29029846,-111.7236023,social,EN,,,,,,,,4,5,3,4,4,3,5,,,,,,,,,,,,,,,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,1,2,"Something was created for sure, but Pop* can't appreciate it like I can, so I can't speak to his or her creativity.  ",No,Yes,Never,"It was hilarious to hear the lyrics ""I am just a lie"" or something like that coming from a computer program.  I wish Pop* could enjoy the joke.",Unknown
6/14/18 12:03,6/14/18 12:43,IP Address,67.171.211.65,100,2430,TRUE,6/14/18 12:43,R_1Ui1MmI64c3XIbL,,,,,44.10270691,-123.1341019,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,3,3,2,4,3,2,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,3,3,,Yes,Yes,Absolutely,"So if I understand this correctly, the question for me would be, ""can a computer detect true feelings"" enough to be able to convey that into it's composition?  These compositions have some room to grow within the realm of that question, but with enough tweeking, I could see a computer ""learning"" the judgement of depth of emotion and feeling in music.  ",
6/14/18 12:49,6/14/18 12:56,IP Address,70.122.181.88,100,432,TRUE,6/14/18 12:56,R_3GBd8K3xaYklMDu,,,,,32.91430664,-96.73660278,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,,Yes,Yes,Not sure,,
6/14/18 14:04,6/14/18 14:07,IP Address,84.217.93.221,100,199,TRUE,6/14/18 14:07,R_07Kph8plrpiWyml,,,,,59.33259583,18.06489563,anonymous,EN,1,1,1,1,1,1,1,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,It sounds like total crap,Yes,No,Never,,
6/14/18 14:19,6/14/18 14:30,IP Address,73.65.194.179,100,689,TRUE,6/14/18 14:30,R_305FyXim7PbM4L3,,,,,40.29029846,-111.7236023,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,5,1,,,,,,,,,,,,,,,4,4,4,4,4,3,5,3,2,2,3,3,,No,Yes,Not sure,"I think the second song, as sad as it was, was more structured and well put together.",
6/14/18 14:38,6/14/18 14:50,IP Address,205.204.46.141,100,755,TRUE,6/14/18 14:50,R_2wBumRpUCZRlofZ,,,,,40.29029846,-111.7236023,anonymous,EN,1,2,3,2,3,3,4,,,,,,,,3,4,3,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,2,"The music samples either did not come together on a global scale very well or the music sounded too familiar. If this was a real musician I would say this person did not have enough focus across lyrics, beats, and instruments to be creative or this person borrowed too many elements from other pieces of music.",No,No,Absolutely,Impressive bit of work!,
6/14/18 13:33,6/14/18 15:14,IP Address,172.58.30.151,100,6048,TRUE,6/14/18 15:14,R_yVD8xIwTmbKewo1,,,,,34.05220032,-118.2436981,anonymous,EN,2,1,3,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,2,2,4,2,3,It's a little too easy to see the building blocks of the music for what they are. i vi v iv with some mild variation under nonsensical lyrics is exactly what I expected before getting any details on Pop*.,Yes,No,Never,"Computers will never achieve autonomous creativity because it's all still ever-increasingly complex iterations of random selection of variables. Still, that can be useful.",
6/14/18 14:37,6/14/18 15:39,IP Address,128.187.66.8,100,3690,TRUE,6/14/18 15:39,R_1fkn1yzrdcwR31f,,,,,40.35629272,-111.7324982,anonymous,EN,,,,,,,,5,4,5,4,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,3,3,4,1,,,,,,,,,,,,,,,4,4,3,3,4,,Yes,Yes,Absolutely,,
