StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_1,Q158_1,Q159_1,Q184_1,Q12_1,Q4_1,Q8_1,Q214_1,Q215_1,Q216_1,Q217_1,Q218_1,Q219_1,Q220_1,Q233_1,Q234_1,Q235_1,Q236_1,Q237_1,Q238_1,Q239_1,Q242_1,Q243_1,Q244_1,Q245_1,Q246_1,Q247_1,Q248_1,Q251_1,Q252_1,Q253_1,Q254_1,Q255_1,Q256_1,Q257_1,Q260_1,Q261_1,Q262_1,Q263_1,Q264_1,Q265_1,Q266_1,Q269_1,Q270_1,Q271_1,Q272_1,Q273_1,Q274_1,Q275_1,Q278_1,Q279_1,Q280_1,Q281_1,Q282_1,Q283_1,Q284_1,Q287_1,Q288_1,Q289_1,Q290_1,Q291_1,Q292_1,Q293_1,Q296_1,Q297_1,Q298_1,Q299_1,Q300_1,Q301_1,Q302_1,Q305_1,Q306_1,Q307_1,Q308_1,Q309_1,Q310_1,Q311_1,Q314_1,Q315_1,Q316_1,Q317_1,Q318_1,Q319_1,Q320_1,Q202_1,Q203_1,Q204_1,Q205_1,Q206_1,Q207,Q208,Q209,Q209,Q210,Q210 - Topics
2018-06-13 23:48:09,2018-06-13 23:53:03,IP Address,174.52.138.35,100,293,True,2018-06-13 23:53:04,R_W84CW73dInMLQTn,,,,,40.393005371094,-111.78379821777,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,2,3,4,2,3,2,2,2,2,,Yes,Yes,Not sure,,
2018-06-14 01:30:16,2018-06-14 01:34:04,IP Address,88.203.78.34,100,227,True,2018-06-14 01:34:04,R_1jMLI15G5KiyzY6,,,,,35.870300292969,14.513305664062,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,2,,,,,,,,1,1,4,1,1,,Yes,No,Absolutely,,
2018-06-14 01:41:00,2018-06-14 01:54:32,IP Address,85.226.154.177,100,811,True,2018-06-14 01:54:32,R_1FFylaCI0Ze1DUB,,,,,55.583297729492,12.949996948242,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"The system is representing the range of music it has been being presented, which is limited. There isn't enough musical structure and material to be creative with, lack of pauses, bridges.",Yes,No,Absolutely,,
2018-06-14 02:22:11,2018-06-14 02:34:20,IP Address,72.132.32.54,100,729,True,2018-06-14 02:34:21,R_1NfaTziH2Nv6KMK,,,,,33.705596923828,-116.40829467773,anonymous,EN,,,,,,,,,,,,,,,1,4,1,3,1,5,3,,,,,,,,2,4,1,3,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,The idea of music is to be creative and pop does that very well. I would say kick out the Jams and forget trying to control the outcome. You should also write melody algorithms.,Yes,No,Absolutely,The brain is a biological computer. There is no reason we can’t reverse engineer that.,Unknown
2018-06-14 02:51:41,2018-06-14 02:57:15,IP Address,220.233.36.191,100,334,True,2018-06-14 02:57:16,R_6LKqU6VPQmcfDrP,,,,,-37.869201660156,144.99771118164,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,1,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"It is based on what it finds on Twitter, the creativity is severely limited because it appears not be using any randomness or an ability to do something truly new.",Yes,No,Not sure,"This ""survey"" is so superficial and banal - particularly the music - that the supervisors should be ashamed of themselves. If this is what is supposed to pass for research than I hope I am one of the examiners...",Unknown
2018-06-14 03:37:54,2018-06-14 03:42:30,IP Address,46.188.146.32,100,275,True,2018-06-14 03:42:30,R_27Dt7NTgULGvOQv,,,,,45.166702270508,15.5,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,3,4,2,,,,,,,,,,,,,,,3,2,3,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2,4,creates novel tunes in a familiar conceptual space,No,No,Absolutely,,
2018-06-14 05:42:45,2018-06-14 05:49:05,IP Address,24.62.140.251,100,379,True,2018-06-14 05:49:05,R_3lzPsL8jI3eHyPo,,,,,42.633895874023,-71.295700073242,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,5,3,2,2,,,,,,,,3,4,4,2,4,,No,Yes,Absolutely,,
2018-06-14 06:32:33,2018-06-14 06:37:42,IP Address,128.187.112.3,100,309,True,2018-06-14 06:37:42,R_3hGShi7W3TZGGSi,,,,,40.356292724609,-111.73249816895,anonymous,EN,1,2,1,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,4,2,3,2,4,2,4,,Yes,Yes,Not sure,,
2018-06-14 06:49:18,2018-06-14 06:56:30,IP Address,47.185.86.66,100,431,True,2018-06-14 06:56:30,R_2ztYXHbPCecZBV7,,,,,32.934600830078,-97.25170135498,anonymous,EN,,,,,,,,2,1,2,3,3,3,4,1,1,1,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,4,,Yes,Yes,Not sure,,
2018-06-14 06:55:14,2018-06-14 07:02:55,IP Address,66.219.236.171,100,461,True,2018-06-14 07:02:56,R_6EZCZ9ZIQCJt84x,,,,,40.339294433594,-111.57089996338,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,3,4,3,,,,,,,,,,,,,,,4,2,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,"I really liked some of its choices of chord progressions at times. It didn't just stick to major an minor chords, it threw in several interesting ones, and was clever in the placement of the chord changes.",Yes,Yes,Not sure,,
2018-06-14 07:30:33,2018-06-14 07:39:38,IP Address,97.121.73.226,100,545,True,2018-06-14 07:39:38,R_3iPZj4lqD7PFrLJ,,,,,41.262802124023,-96.116401672363,social,EN,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,3,4,3,,,,,,,,,,,,,,,4,3,4,3,5,This is a new idea to me and I find it very interesting.,Yes,Yes,Not sure,,
2018-06-14 07:33:47,2018-06-14 07:41:13,IP Address,75.169.206.140,100,446,True,2018-06-14 07:41:13,R_3sbreXak9GZRSiJ,,,,,40.393005371094,-111.78379821777,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,3,4,5,3,,,,,,,,3,3,3,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,5,3,3,5,5,,No,Yes,Not sure,,
2018-06-14 07:45:46,2018-06-14 07:48:31,IP Address,161.253.233.233,100,164,True,2018-06-14 07:48:31,R_2EEj9rug5s50phF,,,,,38.900100708008,-77.047897338867,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,2,2,2,1,1,2,2,3,1,2,4,4,1,1,,No,No,Absolutely,,
2018-06-14 07:56:16,2018-06-14 08:03:14,IP Address,73.96.8.19,100,418,True,2018-06-14 08:03:15,R_ulCsr9r8ittrt0l,,,,,43.92919921875,-123.08670043945,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,3,1,4,3,3,3,3,,,,,,,,3,1,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,4,,Yes,No,Not sure,,
2018-06-14 08:09:10,2018-06-14 08:13:08,IP Address,216.49.181.252,100,238,True,2018-06-14 08:13:09,R_1IXb1wORKw2k7m5,,,,,40.668106079102,-111.90830230713,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,4,3,2,1,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,4,,Yes,No,Never,,
2018-06-14 08:10:55,2018-06-14 08:18:56,IP Address,50.73.37.210,100,480,True,2018-06-14 08:18:56,R_10OX4ihgpzD28Cv,,,,,40.290298461914,-111.72360229492,anonymous,EN,3,3,3,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,No,Yes,Not sure,,
2018-06-14 08:10:54,2018-06-14 08:20:42,IP Address,166.70.67.15,100,587,True,2018-06-14 08:20:42,R_3QYSQHrWGOEA8cb,,,,,41.071304321289,-111.98739624023,social,EN,,,,,,,,4,4,3,3,4,3,4,,,,,,,,3,3,3,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,,No,Yes,Not sure,,
2018-06-14 08:12:14,2018-06-14 08:21:07,IP Address,98.202.169.152,100,533,True,2018-06-14 08:21:08,R_3Dw0kyA8x6rmo1F,,,,,40.656097412109,-111.8350982666,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,1,1,2,1,3,3,2,2,1,,,,,,,,2,1,3,1,1,,Yes,No,Absolutely,,
2018-06-14 08:13:39,2018-06-14 08:25:21,IP Address,128.187.116.26,100,702,True,2018-06-14 08:25:22,R_vuiObHPrkI2avBv,,,,,40.356292724609,-111.73249816895,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,2,2,4,4,4,3,4,3,4,,No,Yes,Not sure,,
2018-06-14 08:41:54,2018-06-14 08:48:01,IP Address,128.187.116.18,100,366,True,2018-06-14 08:48:01,R_2QujhL7Ba2k8ito,,,,,40.356292724609,-111.73249816895,anonymous,EN,,,,,,,,,,,,,,,3,3,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,3,,,,,,,,4,3,4,2,4,,No,No,Absolutely,,
2018-06-14 08:50:36,2018-06-14 08:56:45,IP Address,67.182.217.26,100,369,True,2018-06-14 08:56:45,R_74DcKHkQcj77uJH,,,,,40.324493408203,-111.96179962158,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,4,3,,,,,,,,1,1,1,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,,Yes,Yes,Not sure,,
2018-06-14 09:03:56,2018-06-14 09:14:55,IP Address,128.187.83.254,100,658,True,2018-06-14 09:14:55,R_1Qmfq6YgUbkGXl8,,,,,40.356292724609,-111.73249816895,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,5,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,5,4,3,4,5,4,4,3,4,"Pop*'s music sounds similar enough to sound like the goal, but different enough to have its own style.",Yes,Yes,Absolutely,,
2018-06-14 09:21:25,2018-06-14 09:28:27,IP Address,76.23.24.121,100,422,True,2018-06-14 09:28:28,R_1ilesbcloJ4LQNr,,,,,40.464706420898,-111.63320159912,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,2,2,2,1,2,2,3,2,4,,,,,,,,1,1,3,2,2,,Yes,Yes,Not sure,,
2018-06-14 09:24:36,2018-06-14 09:30:31,IP Address,128.187.83.36,100,355,True,2018-06-14 09:30:31,R_2xxySWqKoDQ5eYd,,,,,40.356292724609,-111.73249816895,anonymous,EN,,,,,,,,4,3,4,4,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,2,3,,No,No,Not sure,"I guess it depends on your definition of autonomous for that last question. If I think they will absolutely be able to produce creative content, but it will all ultimately be because they were programmed to do so, not that they did it on their own imo.",Unknown
2018-06-14 09:23:01,2018-06-14 09:31:53,IP Address,24.19.190.203,100,531,True,2018-06-14 09:31:53,R_2uWLtox3hpZriJT,,,,,47.672698974609,-122.18730163574,social,EN,3,1,2,3,3,5,2,,,,,,,,,,,,,,,3,2,3,4,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,2,3,"The lyrics never made sense. Like the ideas didn't flow together and the sentences didn't seem to always be cohesive. THe music sounded decently different but would have been better if the actual background noises changed more (like synth instruments, maybe vocal style too)",No,Yes,Not sure,"The lyrics kept communicating self-love. I think you've crafted a very self-obsessed AI. ",Unknown
2018-06-14 09:28:34,2018-06-14 09:33:30,IP Address,96.48.70.212,100,295,True,2018-06-14 09:33:30,R_1hNfA51CP5Ic2WL,,,,,49.219604492188,-122.61640167236,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3,2,4,1,1,2,3,2,"Seems random, bland, and without depth or feeling.",No,No,Absolutely,Interesting first steps. I didn't care much for either but I respect and encourage the continued research in this area as I think it has so many applications.,Unknown
2018-06-14 08:32:15,2018-06-14 09:39:18,IP Address,128.187.112.5,100,4022,True,2018-06-14 09:39:18,R_3MrJJFL26ttrGHb,,,,,40.356292724609,-111.73249816895,anonymous,EN,,,,,,,,,,,,,,,2,3,2,2,3,3,3,,,,,,,,2,2,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,"While Pop does go through a creative process to create a music composition, the elements themselves of the song are very basic - the different tracks are ones I'd expect to hear coming from a 90's Casio keyboard. If the purpose is to actually create songs that people would want to listen to, then the variation of music forms and types would need to be varied. Plus, Pop basically does what most people do - take what's already out there and create something new. Pop is unique in that they take tweets to create the songs - although I don't think the lyrics accurately reflect the tweet.",Yes,No,Not sure,This is a great project!,Unknown
2018-06-14 10:07:46,2018-06-14 10:12:28,IP Address,24.10.239.49,100,282,True,2018-06-14 10:12:28,R_2zMduFTa29pt5W6,,,,,40.208999633789,-111.47399902344,anonymous,EN,,,,,,,,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,,Yes,Yes,Absolutely,,
2018-06-14 10:10:29,2018-06-14 10:21:33,IP Address,66.219.204.13,100,663,True,2018-06-14 10:21:34,R_wUn67FjmGF88LVT,,,,,40.21809387207,-111.61329650879,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,3,3,4,4,2,2,3,2,,Yes,Yes,Absolutely,A great step towards true computational creativity!,Unknown
2018-06-14 10:17:38,2018-06-14 10:23:52,IP Address,97.75.160.254,100,373,True,2018-06-14 10:23:53,R_1dtLGuhti3xAyRn,,,,,40.314300537109,-111.71160125732,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,4,3,4,3,3,2,4,3,3,4,2,,,,,,,,,,,,,,,4,2,4,1,4,"I'm hearing musically and lyrically things I've never heard before. I wish it was more cohesive, but not bad for a robot.",Yes,Yes,Absolutely,,
2018-06-14 10:20:12,2018-06-14 10:25:08,IP Address,174.52.167.102,100,295,True,2018-06-14 10:25:08,R_2xyLCRHcANfvc0u,,,,,40.314300537109,-111.71160125732,anonymous,EN,3,2,3,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,4,,Yes,No,Never,,
2018-06-13 19:48:07,2018-06-14 10:34:01,IP Address,76.173.7.90,100,53153,True,2018-06-14 10:34:01,R_2aIRxYyudmn6O6G,,,,,19.710800170898,-155.87399291992,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,5,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,3,3,4,4,4,4,4,,No,Yes,Not sure,,
2018-06-14 10:28:50,2018-06-14 10:38:22,IP Address,104.148.193.201,100,571,True,2018-06-14 10:38:22,R_O9iYbELZmPpmjeN,,,,,40.873199462891,-73.081199645996,social,EN,,,,,,,,,,,,,,,1,1,2,1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,3,2,,Yes,Yes,Absolutely,,
2018-06-14 10:34:07,2018-06-14 10:42:50,IP Address,128.187.83.9,100,523,True,2018-06-14 10:42:51,R_r0ZOvOZ1EJROOwV,,,,,40.356292724609,-111.73249816895,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,3,4,5,,,,,,,,,,,,,,,4,3,4,3,3,I could not relate to the lyrics,No,Yes,Not sure,,
2018-06-14 10:34:14,2018-06-14 10:42:54,IP Address,128.187.112.31,100,519,True,2018-06-14 10:42:54,R_1OVmvfm9pjtlTrv,,,,,40.356292724609,-111.73249816895,anonymous,EN,,,,,,,,3,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,4,3,5,5,5,4,5,It was unique and interesting that Pop can do all those examples.,No,No,Absolutely,"I am a computer scientist with a patent and 45 years of experience. We have yet to understand all that ""computers"" will be able to do for us...",Unknown
2018-06-13 18:15:53,2018-06-14 10:49:35,IP Address,160.33.4.11,100,59622,True,2018-06-14 10:49:36,R_2q40OG3sMg2l0zI,,,,,34.029098510742,-118.39929962158,anonymous,EN,3,3,2,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,2,4,5,2,4,"I think there is a definitely a formula to Pop music but Pop* seems to get pretty close.  To someone who isn't completely familiar to the genre, they might end up believing and liking what Pop* is able to generate.  ",Yes,Yes,Never,,
2018-06-14 10:53:28,2018-06-14 10:58:05,IP Address,50.98.116.199,100,276,True,2018-06-14 10:58:05,R_DkqL92s53EclzDb,,,,,49.274002075195,-122.76490020752,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,3,2,3,5,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,4,3,3,,,,,,,,,,,,,,,4,2,5,3,4,,Yes,No,Absolutely,,
2018-06-14 11:08:18,2018-06-14 11:13:51,IP Address,192.31.209.50,100,333,True,2018-06-14 11:13:51,R_1nVHNvbV63Mz2Mf,,,,,40.324493408203,-111.96179962158,anonymous,EN,,,,,,,,,,,,,,,2,1,3,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,3,2,2,1,2,2,3,"All the lyrics seems random and run-on
They were grammatically well formed, but never seemed to actually, coherently convey a single point",No,No,Absolutely,,
2018-06-14 11:01:35,2018-06-14 11:16:58,IP Address,184.99.114.222,100,922,True,2018-06-14 11:16:58,R_bIvdAeM5p3oSJah,,,,,43.599197387695,-116.42340087891,anonymous,EN,,,,,,,,4,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,5,5,3,,,,,,,,,,,,,,,,,,,,,,3,5,4,4,4,"I find that pop does not usually go the way that I expect it will go, it finds different pitches and has strange lyrics than pretty much every song I know, and that gives it personality. although, the voice in the songs were slightly monotonous/inconsistent with the speed at which it said the words, and I think to fix that it should have a little more familiar beat.",Yes,No,Absolutely,,
2018-06-14 11:06:58,2018-06-14 11:29:22,IP Address,104.132.1.88,100,1344,True,2018-06-14 11:29:22,R_7TYZbcTcvvV6qbf,,,,,37.419204711914,-122.05740356445,anonymous,EN,4,2,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4,4,4,,,,,,,,4,3,3,4,3,"I think a lot of creativity comes from the ""blending"" of ideas, patterns, structure, etc into new patterns and structure. From the description, this seemed to be more of a patchwork of patterns, structure, etc. Were there particular underlying patterns that Pop* itself came up with? Not enough information for me to tell. Also, I think creativity is more convincing if it is perceptually ""grounded"", which does not appear to be the case here. Can Pop* star actually hear its own compositions like we hear it? I suspect it just ""knows"" something is good because other people said similar patterns are good. Can Pop* actually have its own opinion if it is deaf? Finally, did Pop* star perform its own compositions? Or did a human perform them? That was never stated.",No,Yes,Absolutely,,
2018-06-14 11:20:03,2018-06-14 11:30:14,IP Address,128.187.112.1,100,610,True,2018-06-14 11:30:15,R_DTweTKsjK1i9FVT,,,,,40.356292724609,-111.73249816895,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,4,3,3,4,3,4,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,3,"It is creative in that it can create this music, but not extremely creative because the music sounds generic.",Yes,No,Absolutely,,
2018-06-14 11:22:32,2018-06-14 11:32:09,IP Address,69.169.157.48,100,576,True,2018-06-14 11:32:09,R_1F8mxoz0zQDx0gi,,,,,40.290298461914,-111.72360229492,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,5,3,1,1,1,2,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,,No,No,Not sure,,
2018-06-14 11:23:20,2018-06-14 11:35:00,IP Address,216.21.163.238,100,700,True,2018-06-14 11:35:00,R_1NFBV3VyJ9sblkf,,,,,40.21809387207,-111.61329650879,social,EN,,,,,,,,,,,,,,,3,3,3,4,3,3,4,,,,,,,,,,,,,,,3,3,4,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,4,,No,No,Not sure,,
2018-06-14 11:41:33,2018-06-14 11:48:06,IP Address,128.187.116.8,100,393,True,2018-06-14 11:48:06,R_1dNymDR2XkQ0ShZ,,,,,40.356292724609,-111.73249816895,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,4,2,2,,,,,,,,3,3,2,3,3,3,2,,,,,,,,2,2,3,2,3,,No,Yes,Absolutely,,
2018-06-14 11:41:27,2018-06-14 12:03:29,IP Address,73.3.74.254,100,1321,True,2018-06-14 12:03:31,R_2xXjmyokIpf8VFM,,,,,40.290298461914,-111.72360229492,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,3,4,2,4,3,4,2,4,"He uses all the resources given to him, but then creates from it what he thinks will be a popular song.",Yes,Yes,Not sure,,
2018-06-14 11:21:47,2018-06-14 12:09:02,IP Address,192.31.209.190,100,2835,True,2018-06-14 12:09:03,R_1JWsvJUzdKhmtiw,,,,,40.324493408203,-111.96179962158,anonymous,EN,1,1,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,2,1,,,,,,,,,,,,,,,4,4,3,2,3,"Generally, it composes passable tunes, but the lyrics are horrid but its grammar and usage leave much to be desired.",No,No,Not sure,"Depth of knowledge does not imply greater creativity but it does inform it. ""Everything is a remix"" and ""GIGO"" are germane. Formal elements may be identified and parroted but they remain subject to intellect as well as emotion, the latter of which computers critically lack and may never gain.",Unknown
2018-06-14 11:56:47,2018-06-14 12:27:08,IP Address,70.103.192.194,100,1821,True,2018-06-14 12:27:08,R_3esLYPjfgQ27u28,,,,,40.290298461914,-111.72360229492,social,EN,,,,,,,,4,5,3,4,4,3,5,,,,,,,,,,,,,,,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,1,2,"Something was created for sure, but Pop* can't appreciate it like I can, so I can't speak to his or her creativity.  ",No,Yes,Never,"It was hilarious to hear the lyrics ""I am just a lie"" or something like that coming from a computer program.  I wish Pop* could enjoy the joke.",Unknown
2018-06-14 12:03:23,2018-06-14 12:43:53,IP Address,67.171.211.65,100,2430,True,2018-06-14 12:43:54,R_1Ui1MmI64c3XIbL,,,,,44.10270690918,-123.13410186768,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,3,3,2,4,3,2,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,3,3,,Yes,Yes,Absolutely,"So if I understand this correctly, the question for me would be, ""can a computer detect true feelings"" enough to be able to convey that into it's composition?  These compositions have some room to grow within the realm of that question, but with enough tweeking, I could see a computer ""learning"" the judgement of depth of emotion and feeling in music.  ",
2018-06-14 12:49:24,2018-06-14 12:56:36,IP Address,70.122.181.88,100,432,True,2018-06-14 12:56:36,R_3GBd8K3xaYklMDu,,,,,32.914306640625,-96.736602783203,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,,Yes,Yes,Not sure,,
2018-06-14 14:04:00,2018-06-14 14:07:19,IP Address,84.217.93.221,100,199,True,2018-06-14 14:07:20,R_07Kph8plrpiWyml,,,,,59.332595825195,18.064895629883,anonymous,EN,1,1,1,1,1,1,1,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,It sounds like total crap,Yes,No,Never,,
2018-06-14 14:19:00,2018-06-14 14:30:30,IP Address,73.65.194.179,100,689,True,2018-06-14 14:30:30,R_305FyXim7PbM4L3,,,,,40.290298461914,-111.72360229492,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,5,1,,,,,,,,,,,,,,,4,4,4,4,4,3,5,3,2,2,3,3,,No,Yes,Not sure,"I think the second song, as sad as it was, was more structured and well put together.",
